intStCode,strStName,intClassCode,strClassName,strFormCode,strFormName,strMacroCode,strMacroName,intEcoSysCode,strEcoSysName,intAcres,intSqMiles
12,Florida,1,Forest & Woodland,1.A.1,Tropical Dry Forest & Woodland,M134,Caribbean Coastal Lowland Dry Forest,4132,South Florida Hardwood Hammock,1851.88186032564,2.8935654067796297
12,Florida,1,Forest & Woodland,1.A.1,Tropical Dry Forest & Woodland,M134,Caribbean Coastal Lowland Dry Forest,4135,Southeast Florida Coastal Strand and Maritime Hammock,5386.18071036708,8.41590736000911
12,Florida,1,Forest & Woodland,1.A.1,Tropical Dry Forest & Woodland,M134,Caribbean Coastal Lowland Dry Forest,4134,Southwest Florida Coastal Strand and Maritime Hammock,401.86748187924,0.62791794044083
12,Florida,1,Forest & Woodland,1.A.4,Tropical Flooded & Swamp Forest,M617,Caribbean Swamp,9238,South Florida Bayhead Swamp,84991.74769223112,132.7996057700665
12,Florida,1,Forest & Woodland,1.A.4,Tropical Flooded & Swamp Forest,M617,Caribbean Swamp,9702,South Florida Cypress Dome,217214.3778397039,339.3974653769792
12,Florida,1,Forest & Woodland,1.A.4,Tropical Flooded & Swamp Forest,M617,Caribbean Swamp,9305,South Florida Dwarf Cypress Savanna,161659.25639899465,252.59258812524638
12,Florida,1,Forest & Woodland,1.A.5,Mangrove,M005,Western Atlantic & Caribbean Mangrove,9236,South Florida Mangrove Swamp,639538.1821972042,999.2784096903207
48,Texas,1,Forest & Woodland,1.B.1,Warm Temperate Forest & Woodland,M007,Longleaf Pine Woodland,4553,Atlantic Coastal Plain Fall-line Sandhills Longleaf Pine Woodland - Offsite Hardwood,0.44478968664,0.00069498388538
12,Florida,1,Forest & Woodland,1.B.1,Warm Temperate Forest & Woodland,M007,Longleaf Pine Woodland,4553,Atlantic Coastal Plain Fall-line Sandhills Longleaf Pine Woodland - Offsite Hardwood,324.02928671724,0.50629576049933
22,Louisiana,1,Forest & Woodland,1.B.1,Warm Temperate Forest & Woodland,M007,Longleaf Pine Woodland,4553,Atlantic Coastal Plain Fall-line Sandhills Longleaf Pine Woodland - Offsite Hardwood,1211.82950125068,1.89348359571781
13,Georgia,1,Forest & Woodland,1.B.1,Warm Temperate Forest & Woodland,M007,Longleaf Pine Woodland,4553,Atlantic Coastal Plain Fall-line Sandhills Longleaf Pine Woodland - Offsite Hardwood,435518.71280651924,680.497988765082
1,Alabama,1,Forest & Woodland,1.B.1,Warm Temperate Forest & Woodland,M007,Longleaf Pine Woodland,4553,Atlantic Coastal Plain Fall-line Sandhills Longleaf Pine Woodland - Offsite Hardwood,5295.88840397916,8.27482563127697
37,North Carolina,1,Forest & Woodland,1.B.1,Warm Temperate Forest & Woodland,M007,Longleaf Pine Woodland,4553,Atlantic Coastal Plain Fall-line Sandhills Longleaf Pine Woodland - Offsite Hardwood,57935.635843606564,90.5244310062865
45,South Carolina,1,Forest & Woodland,1.B.1,Warm Temperate Forest & Woodland,M007,Longleaf Pine Woodland,4553,Atlantic Coastal Plain Fall-line Sandhills Longleaf Pine Woodland - Offsite Hardwood,135722.90258648628,212.06703529291048
37,North Carolina,1,Forest & Woodland,1.B.1,Warm Temperate Forest & Woodland,M007,Longleaf Pine Woodland,4505,Atlantic Coastal Plain Fall-line Sandhills Longleaf Pine Woodland - Open Understory,103090.24004161273,161.07850006617875
13,Georgia,1,Forest & Woodland,1.B.1,Warm Temperate Forest & Woodland,M007,Longleaf Pine Woodland,4505,Atlantic Coastal Plain Fall-line Sandhills Longleaf Pine Woodland - Open Understory,88239.6019840764,137.8743781011113
45,South Carolina,1,Forest & Woodland,1.B.1,Warm Temperate Forest & Woodland,M007,Longleaf Pine Woodland,4505,Atlantic Coastal Plain Fall-line Sandhills Longleaf Pine Woodland - Open Understory,192616.173799452,300.962771563809
22,Louisiana,1,Forest & Woodland,1.B.1,Warm Temperate Forest & Woodland,M007,Longleaf Pine Woodland,4505,Atlantic Coastal Plain Fall-line Sandhills Longleaf Pine Woodland - Open Understory,61.38097675632,0.09590777618244
1,Alabama,1,Forest & Woodland,1.B.1,Warm Temperate Forest & Woodland,M007,Longleaf Pine Woodland,4505,Atlantic Coastal Plain Fall-line Sandhills Longleaf Pine Woodland - Open Understory,82.2860920284,0.1285720187953
12,Florida,1,Forest & Woodland,1.B.1,Warm Temperate Forest & Woodland,M007,Longleaf Pine Woodland,4505,Atlantic Coastal Plain Fall-line Sandhills Longleaf Pine Woodland - Open Understory,19.57074621216,0.03057929095672
45,South Carolina,1,Forest & Woodland,1.B.1,Warm Temperate Forest & Woodland,M007,Longleaf Pine Woodland,4506,Atlantic Coastal Plain Fall-line Sandhills Longleaf Pine Woodland - Scrub/Shrub Understory,171581.84712340307,268.0966361322461
37,North Carolina,1,Forest & Woodland,1.B.1,Warm Temperate Forest & Woodland,M007,Longleaf Pine Woodland,4506,Atlantic Coastal Plain Fall-line Sandhills Longleaf Pine Woodland - Scrub/Shrub Understory,59200.84010725404,92.50131266824994
1,Alabama,1,Forest & Woodland,1.B.1,Warm Temperate Forest & Woodland,M007,Longleaf Pine Woodland,4506,Atlantic Coastal Plain Fall-line Sandhills Longleaf Pine Woodland - Scrub/Shrub Understory,653.3960496741598,1.02093132762322
13,Georgia,1,Forest & Woodland,1.B.1,Warm Temperate Forest & Woodland,M007,Longleaf Pine Woodland,4506,Atlantic Coastal Plain Fall-line Sandhills Longleaf Pine Woodland - Scrub/Shrub Understory,51295.59300660132,80.14936407339118
22,Louisiana,1,Forest & Woodland,1.B.1,Warm Temperate Forest & Woodland,M007,Longleaf Pine Woodland,4506,Atlantic Coastal Plain Fall-line Sandhills Longleaf Pine Woodland - Scrub/Shrub Understory,293.33879833908,0.45834187240811
12,Florida,1,Forest & Woodland,1.B.1,Warm Temperate Forest & Woodland,M007,Longleaf Pine Woodland,4506,Atlantic Coastal Plain Fall-line Sandhills Longleaf Pine Woodland - Scrub/Shrub Understory,300.67782816863996,0.46980910651688
45,South Carolina,1,Forest & Woodland,1.B.1,Warm Temperate Forest & Woodland,M007,Longleaf Pine Woodland,9907,Atlantic Coastal Plain Southern Wet Pine Savanna and Flatwoods,345809.3033029409,540.3270364147326
13,Georgia,1,Forest & Woodland,1.B.1,Warm Temperate Forest & Woodland,M007,Longleaf Pine Woodland,9907,Atlantic Coastal Plain Southern Wet Pine Savanna and Flatwoods,49505.092123032,77.351706442794
12,Florida,1,Forest & Woodland,1.B.1,Warm Temperate Forest & Woodland,M007,Longleaf Pine Woodland,9907,Atlantic Coastal Plain Southern Wet Pine Savanna and Flatwoods,6647.3818668347985,10.3865341670041
45,South Carolina,1,Forest & Woodland,1.B.1,Warm Temperate Forest & Woodland,M007,Longleaf Pine Woodland,4536,Atlantic Coastal Plain Upland Longleaf Pine Woodland,891948.5455458878,1393.6696024254763
12,Florida,1,Forest & Woodland,1.B.1,Warm Temperate Forest & Woodland,M007,Longleaf Pine Woodland,4536,Atlantic Coastal Plain Upland Longleaf Pine Woodland,213519.7323076288,333.62458173307016
37,North Carolina,1,Forest & Woodland,1.B.1,Warm Temperate Forest & Woodland,M007,Longleaf Pine Woodland,4536,Atlantic Coastal Plain Upland Longleaf Pine Woodland,1063855.9787199115,1662.2749667618207
13,Georgia,1,Forest & Woodland,1.B.1,Warm Temperate Forest & Woodland,M007,Longleaf Pine Woodland,4536,Atlantic Coastal Plain Upland Longleaf Pine Woodland,742642.6555087894,1160.3791492408318
13,Georgia,1,Forest & Woodland,1.B.1,Warm Temperate Forest & Woodland,M007,Longleaf Pine Woodland,5602,Atlantic Coastal Plain Xeric River Dune,39431.27290516596,61.61136391476507
37,North Carolina,1,Forest & Woodland,1.B.1,Warm Temperate Forest & Woodland,M007,Longleaf Pine Woodland,9906,Central Atlantic Coastal Plain Wet Longleaf Pine Savanna and Flatwoods,451739.52549375,705.8430085890625
45,South Carolina,1,Forest & Woodland,1.B.1,Warm Temperate Forest & Woodland,M007,Longleaf Pine Woodland,9906,Central Atlantic Coastal Plain Wet Longleaf Pine Savanna and Flatwoods,238200.4448347524,372.1881950569783
12,Florida,1,Forest & Woodland,1.B.1,Warm Temperate Forest & Woodland,M007,Longleaf Pine Woodland,9909,Central Florida Pine Flatwoods,46768.301181136085,73.07547059605086
12,Florida,1,Forest & Woodland,1.B.1,Warm Temperate Forest & Woodland,M007,Longleaf Pine Woodland,4508,East Gulf Coastal Plain Interior Upland Longleaf Pine Woodland - Open Understory Modifier,627441.4594844994,980.3772804515836
1,Alabama,1,Forest & Woodland,1.B.1,Warm Temperate Forest & Woodland,M007,Longleaf Pine Woodland,4508,East Gulf Coastal Plain Interior Upland Longleaf Pine Woodland - Open Understory Modifier,216119.30563119624,337.68641505117364
13,Georgia,1,Forest & Woodland,1.B.1,Warm Temperate Forest & Woodland,M007,Longleaf Pine Woodland,4508,East Gulf Coastal Plain Interior Upland Longleaf Pine Woodland - Open Understory Modifier,617215.0774041158,964.3985584508692
28,Mississippi,1,Forest & Woodland,1.B.1,Warm Temperate Forest & Woodland,M007,Longleaf Pine Woodland,4508,East Gulf Coastal Plain Interior Upland Longleaf Pine Woodland - Open Understory Modifier,51249.33487919076,80.07708574931169
1,Alabama,1,Forest & Woodland,1.B.1,Warm Temperate Forest & Woodland,M007,Longleaf Pine Woodland,4509,East Gulf Coastal Plain Interior Upland Longleaf Pine Woodland - Scrub/Shrub Modifier,290957.1719619661,454.62058119384284
13,Georgia,1,Forest & Woodland,1.B.1,Warm Temperate Forest & Woodland,M007,Longleaf Pine Woodland,4509,East Gulf Coastal Plain Interior Upland Longleaf Pine Woodland - Scrub/Shrub Modifier,45476.854325976834,71.05758488485003
12,Florida,1,Forest & Woodland,1.B.1,Warm Temperate Forest & Woodland,M007,Longleaf Pine Woodland,4509,East Gulf Coastal Plain Interior Upland Longleaf Pine Woodland - Scrub/Shrub Modifier,176573.05459203388,275.89539780203773
22,Louisiana,1,Forest & Woodland,1.B.1,Warm Temperate Forest & Woodland,M007,Longleaf Pine Woodland,4509,East Gulf Coastal Plain Interior Upland Longleaf Pine Woodland - Scrub/Shrub Modifier,78570.31898620943,122.76612341683548
28,Mississippi,1,Forest & Woodland,1.B.1,Warm Temperate Forest & Woodland,M007,Longleaf Pine Woodland,4509,East Gulf Coastal Plain Interior Upland Longleaf Pine Woodland - Scrub/Shrub Modifier,259561.2471407951,405.56444866041016
22,Louisiana,1,Forest & Woodland,1.B.1,Warm Temperate Forest & Woodland,M007,Longleaf Pine Woodland,9910,East Gulf Coastal Plain Near-Coast Pine Flatwoods,14911.351849762681,23.29898726542181
32,Nevada,1,Forest & Woodland,1.B.1,Warm Temperate Forest & Woodland,M007,Longleaf Pine Woodland,9903,East Gulf Coastal Plain Near-Coast Pine Flatwoods - Open Understory Modifier,7.56142467288,0.01181472605146
45,South Carolina,1,Forest & Woodland,1.B.1,Warm Temperate Forest & Woodland,M007,Longleaf Pine Woodland,9903,East Gulf Coastal Plain Near-Coast Pine Flatwoods - Open Understory Modifier,7.339029829560001,0.01146723410877
48,Texas,1,Forest & Woodland,1.B.1,Warm Temperate Forest & Woodland,M007,Longleaf Pine Woodland,9903,East Gulf Coastal Plain Near-Coast Pine Flatwoods - Open Understory Modifier,4405.86424101252,6.88416287663159
16,Idaho,1,Forest & Woodland,1.B.1,Warm Temperate Forest & Woodland,M007,Longleaf Pine Woodland,9903,East Gulf Coastal Plain Near-Coast Pine Flatwoods - Open Understory Modifier,0.22239484332,0.00034749194269
28,Mississippi,1,Forest & Woodland,1.B.1,Warm Temperate Forest & Woodland,M007,Longleaf Pine Woodland,9903,East Gulf Coastal Plain Near-Coast Pine Flatwoods - Open Understory Modifier,125747.38188936768,196.48028420355053
6,California,1,Forest & Woodland,1.B.1,Warm Temperate Forest & Woodland,M007,Longleaf Pine Woodland,9903,East Gulf Coastal Plain Near-Coast Pine Flatwoods - Open Understory Modifier,20.90511527208,0.03266424261286
5,Arkansas,1,Forest & Woodland,1.B.1,Warm Temperate Forest & Woodland,M007,Longleaf Pine Woodland,9903,East Gulf Coastal Plain Near-Coast Pine Flatwoods - Open Understory Modifier,490.3806295206,0.7662197336314499
13,Georgia,1,Forest & Woodland,1.B.1,Warm Temperate Forest & Woodland,M007,Longleaf Pine Woodland,9903,East Gulf Coastal Plain Near-Coast Pine Flatwoods - Open Understory Modifier,1173.35519335632,1.83336748963244
1,Alabama,1,Forest & Woodland,1.B.1,Warm Temperate Forest & Woodland,M007,Longleaf Pine Woodland,9903,East Gulf Coastal Plain Near-Coast Pine Flatwoods - Open Understory Modifier,63516.412041878626,99.24439381614937
53,Washington,1,Forest & Woodland,1.B.1,Warm Temperate Forest & Woodland,M007,Longleaf Pine Woodland,9903,East Gulf Coastal Plain Near-Coast Pine Flatwoods - Open Understory Modifier,0.44478968664,0.00069498388538
22,Louisiana,1,Forest & Woodland,1.B.1,Warm Temperate Forest & Woodland,M007,Longleaf Pine Woodland,9903,East Gulf Coastal Plain Near-Coast Pine Flatwoods - Open Understory Modifier,240248.4789468863,375.3882483572104
12,Florida,1,Forest & Woodland,1.B.1,Warm Temperate Forest & Woodland,M007,Longleaf Pine Woodland,9903,East Gulf Coastal Plain Near-Coast Pine Flatwoods - Open Understory Modifier,1161502.6601815806,1814.8479065467761
13,Georgia,1,Forest & Woodland,1.B.1,Warm Temperate Forest & Woodland,M007,Longleaf Pine Woodland,9904,East Gulf Coastal Plain Near-Coast Pine Flatwoods - Scrub/Shrub Understory Modifier,17.56919262228,0.02745186347251
1,Alabama,1,Forest & Woodland,1.B.1,Warm Temperate Forest & Woodland,M007,Longleaf Pine Woodland,9904,East Gulf Coastal Plain Near-Coast Pine Flatwoods - Scrub/Shrub Understory Modifier,11064.14345517,17.2877241488275
28,Mississippi,1,Forest & Woodland,1.B.1,Warm Temperate Forest & Woodland,M007,Longleaf Pine Woodland,9904,East Gulf Coastal Plain Near-Coast Pine Flatwoods - Scrub/Shrub Understory Modifier,21426.18638997876,33.478416234582674
22,Louisiana,1,Forest & Woodland,1.B.1,Warm Temperate Forest & Woodland,M007,Longleaf Pine Woodland,9904,East Gulf Coastal Plain Near-Coast Pine Flatwoods - Scrub/Shrub Understory Modifier,80785.59402051996,126.22749065797056
12,Florida,1,Forest & Woodland,1.B.1,Warm Temperate Forest & Woodland,M007,Longleaf Pine Woodland,9904,East Gulf Coastal Plain Near-Coast Pine Flatwoods - Scrub/Shrub Understory Modifier,158087.81761011874,247.0122150175877
12,Florida,1,Forest & Woodland,1.B.1,Warm Temperate Forest & Woodland,M007,Longleaf Pine Woodland,4503,Florida Longleaf Pine Sandhill - Scrub/Shrub Understory Modifier,172136.72225748652,268.9636285292577
45,South Carolina,1,Forest & Woodland,1.B.1,Warm Temperate Forest & Woodland,M007,Longleaf Pine Woodland,4502,Florida Longleaf Pine Sandhill- Open Understory Modifier,1.55676390324,0.00243244359883
12,Florida,1,Forest & Woodland,1.B.1,Warm Temperate Forest & Woodland,M007,Longleaf Pine Woodland,4502,Florida Longleaf Pine Sandhill- Open Understory Modifier,695013.0190994749,1085.9578423507426
13,Georgia,1,Forest & Woodland,1.B.1,Warm Temperate Forest & Woodland,M007,Longleaf Pine Woodland,4502,Florida Longleaf Pine Sandhill- Open Understory Modifier,16.679613249000006,0.02606189570175
12,Florida,1,Forest & Woodland,1.B.1,Warm Temperate Forest & Woodland,M007,Longleaf Pine Woodland,5214,Florida Peninsula Inland Scrub,243928.8912089889,381.13889251678734
13,Georgia,1,Forest & Woodland,1.B.1,Warm Temperate Forest & Woodland,M007,Longleaf Pine Woodland,5214,Florida Peninsula Inland Scrub,20.0155358988,0.0312742748421
12,Florida,1,Forest & Woodland,1.B.1,Warm Temperate Forest & Woodland,M007,Longleaf Pine Woodland,9905,South Florida Pine Flatwoods,1396042.2635004427,2181.3160367351347
12,Florida,1,Forest & Woodland,1.B.1,Warm Temperate Forest & Woodland,M007,Longleaf Pine Woodland,4145,South Florida Pine Rockland,48280.8085105554,75.43876329828555
37,North Carolina,1,Forest & Woodland,1.B.1,Warm Temperate Forest & Woodland,M007,Longleaf Pine Woodland,4321,West Gulf Coastal Plain Upland Longleaf Pine Forest and Woodland,24.4634327652,0.0382241136959
45,South Carolina,1,Forest & Woodland,1.B.1,Warm Temperate Forest & Woodland,M007,Longleaf Pine Woodland,4321,West Gulf Coastal Plain Upland Longleaf Pine Forest and Woodland,1.3343690599200002,0.00208495165614
48,Texas,1,Forest & Woodland,1.B.1,Warm Temperate Forest & Woodland,M007,Longleaf Pine Woodland,4321,West Gulf Coastal Plain Upland Longleaf Pine Forest and Woodland,138248.64082207152,216.01350128604085
13,Georgia,1,Forest & Woodland,1.B.1,Warm Temperate Forest & Woodland,M007,Longleaf Pine Woodland,4321,West Gulf Coastal Plain Upland Longleaf Pine Forest and Woodland,30.912883221479998,0.048301380033910005
5,Arkansas,1,Forest & Woodland,1.B.1,Warm Temperate Forest & Woodland,M007,Longleaf Pine Woodland,4321,West Gulf Coastal Plain Upland Longleaf Pine Forest and Woodland,141090.40213001447,220.4537533297337
22,Louisiana,1,Forest & Woodland,1.B.1,Warm Temperate Forest & Woodland,M007,Longleaf Pine Woodland,4321,West Gulf Coastal Plain Upland Longleaf Pine Forest and Woodland,385036.8625316257,601.6200977099935
40,Oklahoma,1,Forest & Woodland,1.B.1,Warm Temperate Forest & Woodland,M007,Longleaf Pine Woodland,4321,West Gulf Coastal Plain Upland Longleaf Pine Forest and Woodland,7.116634986239999,0.01111974216608
12,Florida,1,Forest & Woodland,1.B.1,Warm Temperate Forest & Woodland,M007,Longleaf Pine Woodland,4321,West Gulf Coastal Plain Upland Longleaf Pine Forest and Woodland,10.674952479360002,0.01667961324912
1,Alabama,1,Forest & Woodland,1.B.1,Warm Temperate Forest & Woodland,M007,Longleaf Pine Woodland,4321,West Gulf Coastal Plain Upland Longleaf Pine Forest and Woodland,9.34058341944,0.01459466159298
22,Louisiana,1,Forest & Woodland,1.B.1,Warm Temperate Forest & Woodland,M007,Longleaf Pine Woodland,9908,West Gulf Coastal Plain Wet Longleaf Pine Savanna and Flatwoods,901839.5562025448,1409.1243065766143
40,Oklahoma,1,Forest & Woodland,1.B.1,Warm Temperate Forest & Woodland,M007,Longleaf Pine Woodland,9908,West Gulf Coastal Plain Wet Longleaf Pine Savanna and Flatwoods,1.7791587465599998,0.00277993554152
5,Arkansas,1,Forest & Woodland,1.B.1,Warm Temperate Forest & Woodland,M007,Longleaf Pine Woodland,9908,West Gulf Coastal Plain Wet Longleaf Pine Savanna and Flatwoods,2734.3445986194,4.27241343537355
48,Texas,1,Forest & Woodland,1.B.1,Warm Temperate Forest & Woodland,M007,Longleaf Pine Woodland,9908,West Gulf Coastal Plain Wet Longleaf Pine Savanna and Flatwoods,898200.731776143,1403.4386434103199
29,Missouri,1,Forest & Woodland,1.B.1,Warm Temperate Forest & Woodland,M008,Southern Mesic Mixed Broadleaf Forest,4203,Crowley's Ridge Mesic Loess Slope Forest,24017.975894030038,37.52808733469193
5,Arkansas,1,Forest & Woodland,1.B.1,Warm Temperate Forest & Woodland,M008,Southern Mesic Mixed Broadleaf Forest,4203,Crowley's Ridge Mesic Loess Slope Forest,126123.22917457848,197.06754558669664
28,Mississippi,1,Forest & Woodland,1.B.1,Warm Temperate Forest & Woodland,M008,Southern Mesic Mixed Broadleaf Forest,4102,East Gulf Coastal Plain Limestone Forest,16171.88582170044,25.268571596588732
47,Tennessee,1,Forest & Woodland,1.B.1,Warm Temperate Forest & Woodland,M008,Southern Mesic Mixed Broadleaf Forest,4102,East Gulf Coastal Plain Limestone Forest,866.2279147314,1.35348111677755
1,Alabama,1,Forest & Woodland,1.B.1,Warm Temperate Forest & Woodland,M008,Southern Mesic Mixed Broadleaf Forest,4102,East Gulf Coastal Plain Limestone Forest,30866.402699226117,48.22875421788779
12,Florida,1,Forest & Woodland,1.B.1,Warm Temperate Forest & Woodland,M008,Southern Mesic Mixed Broadleaf Forest,4102,East Gulf Coastal Plain Limestone Forest,50018.15702657124,78.15337035457983
13,Georgia,1,Forest & Woodland,1.B.1,Warm Temperate Forest & Woodland,M008,Southern Mesic Mixed Broadleaf Forest,4102,East Gulf Coastal Plain Limestone Forest,10497.92618407728,16.40300966273876
47,Tennessee,1,Forest & Woodland,1.B.1,Warm Temperate Forest & Woodland,M008,Southern Mesic Mixed Broadleaf Forest,4128,East Gulf Coastal Plain Northern Loess Bluff Forest,65941.85020312657,103.0341409431265
28,Mississippi,1,Forest & Woodland,1.B.1,Warm Temperate Forest & Woodland,M008,Southern Mesic Mixed Broadleaf Forest,4128,East Gulf Coastal Plain Northern Loess Bluff Forest,444177.2112414967,694.0268925698317
21,Kentucky,1,Forest & Woodland,1.B.1,Warm Temperate Forest & Woodland,M008,Southern Mesic Mixed Broadleaf Forest,4128,East Gulf Coastal Plain Northern Loess Bluff Forest,593.34944197776,0.92710850309692
22,Louisiana,1,Forest & Woodland,1.B.1,Warm Temperate Forest & Woodland,M008,Southern Mesic Mixed Broadleaf Forest,4128,East Gulf Coastal Plain Northern Loess Bluff Forest,36.91754399112,0.05768366248654001
1,Alabama,1,Forest & Woodland,1.B.1,Warm Temperate Forest & Woodland,M008,Southern Mesic Mixed Broadleaf Forest,4205,East Gulf Coastal Plain Northern Mesic Hardwood Forest,320215.882338832,500.3373161580246
21,Kentucky,1,Forest & Woodland,1.B.1,Warm Temperate Forest & Woodland,M008,Southern Mesic Mixed Broadleaf Forest,4205,East Gulf Coastal Plain Northern Mesic Hardwood Forest,7110.852720313679,11.110707375570064
5,Arkansas,1,Forest & Woodland,1.B.1,Warm Temperate Forest & Woodland,M008,Southern Mesic Mixed Broadleaf Forest,4205,East Gulf Coastal Plain Northern Mesic Hardwood Forest,7.116634986239999,0.01111974216608
29,Missouri,1,Forest & Woodland,1.B.1,Warm Temperate Forest & Woodland,M008,Southern Mesic Mixed Broadleaf Forest,4205,East Gulf Coastal Plain Northern Mesic Hardwood Forest,3842.9828925696,6.0046607696832
47,Tennessee,1,Forest & Woodland,1.B.1,Warm Temperate Forest & Woodland,M008,Southern Mesic Mixed Broadleaf Forest,4205,East Gulf Coastal Plain Northern Mesic Hardwood Forest,507399.61730050633,792.8119020377451
17,Illinois,1,Forest & Woodland,1.B.1,Warm Temperate Forest & Woodland,M008,Southern Mesic Mixed Broadleaf Forest,4205,East Gulf Coastal Plain Northern Mesic Hardwood Forest,98.96570527739999,0.15463391449705
22,Louisiana,1,Forest & Woodland,1.B.1,Warm Temperate Forest & Woodland,M008,Southern Mesic Mixed Broadleaf Forest,4205,East Gulf Coastal Plain Northern Mesic Hardwood Forest,18.45877199556,0.028841831243270007
28,Mississippi,1,Forest & Woodland,1.B.1,Warm Temperate Forest & Woodland,M008,Southern Mesic Mixed Broadleaf Forest,4205,East Gulf Coastal Plain Northern Mesic Hardwood Forest,329926.30838271306,515.509856851698
28,Mississippi,1,Forest & Woodland,1.B.1,Warm Temperate Forest & Woodland,M008,Southern Mesic Mixed Broadleaf Forest,4129,East Gulf Coastal Plain Southern Loess Bluff Forest,377308.4193314124,589.5444052095733
22,Louisiana,1,Forest & Woodland,1.B.1,Warm Temperate Forest & Woodland,M008,Southern Mesic Mixed Broadleaf Forest,4129,East Gulf Coastal Plain Southern Loess Bluff Forest,79400.74133116633,124.06365833083994
22,Louisiana,1,Forest & Woodland,1.B.1,Warm Temperate Forest & Woodland,M008,Southern Mesic Mixed Broadleaf Forest,4209,East Gulf Coastal Plain Southern Mesic Slope Forest,3784.2706539331202,5.91292289681304
45,South Carolina,1,Forest & Woodland,1.B.1,Warm Temperate Forest & Woodland,M008,Southern Mesic Mixed Broadleaf Forest,4209,East Gulf Coastal Plain Southern Mesic Slope Forest,9.11818857612,0.01424716965029
1,Alabama,1,Forest & Woodland,1.B.1,Warm Temperate Forest & Woodland,M008,Southern Mesic Mixed Broadleaf Forest,4209,East Gulf Coastal Plain Southern Mesic Slope Forest,357882.45216225367,559.1913315075445
28,Mississippi,1,Forest & Woodland,1.B.1,Warm Temperate Forest & Woodland,M008,Southern Mesic Mixed Broadleaf Forest,4209,East Gulf Coastal Plain Southern Mesic Slope Forest,193610.72353877907,302.5167555315187
13,Georgia,1,Forest & Woodland,1.B.1,Warm Temperate Forest & Woodland,M008,Southern Mesic Mixed Broadleaf Forest,4209,East Gulf Coastal Plain Southern Mesic Slope Forest,8.673398889480001,0.01355218576491
12,Florida,1,Forest & Woodland,1.B.1,Warm Temperate Forest & Woodland,M008,Southern Mesic Mixed Broadleaf Forest,4209,East Gulf Coastal Plain Southern Mesic Slope Forest,9652.38098977464,15.081845296631384
37,North Carolina,1,Forest & Woodland,1.B.1,Warm Temperate Forest & Woodland,M008,Southern Mesic Mixed Broadleaf Forest,4403,Southern Atlantic Coastal Plain Mesic Hardwood Forest,93154.5280214484,145.55395003456033
45,South Carolina,1,Forest & Woodland,1.B.1,Warm Temperate Forest & Woodland,M008,Southern Mesic Mixed Broadleaf Forest,4403,Southern Atlantic Coastal Plain Mesic Hardwood Forest,22094.927683842,34.523324506251505
34,New Jersey,1,Forest & Woodland,1.B.1,Warm Temperate Forest & Woodland,M008,Southern Mesic Mixed Broadleaf Forest,4403,Southern Atlantic Coastal Plain Mesic Hardwood Forest,0.44478968664,0.00069498388538
13,Georgia,1,Forest & Woodland,1.B.1,Warm Temperate Forest & Woodland,M008,Southern Mesic Mixed Broadleaf Forest,4403,Southern Atlantic Coastal Plain Mesic Hardwood Forest,66551.65686351,103.98696384998249
1,Alabama,1,Forest & Woodland,1.B.1,Warm Temperate Forest & Woodland,M008,Southern Mesic Mixed Broadleaf Forest,4403,Southern Atlantic Coastal Plain Mesic Hardwood Forest,111289.49312513447,173.88983300927364
28,Mississippi,1,Forest & Woodland,1.B.1,Warm Temperate Forest & Woodland,M008,Southern Mesic Mixed Broadleaf Forest,4403,Southern Atlantic Coastal Plain Mesic Hardwood Forest,13857.20029242588,21.65187545707121
51,Virginia,1,Forest & Woodland,1.B.1,Warm Temperate Forest & Woodland,M008,Southern Mesic Mixed Broadleaf Forest,4403,Southern Atlantic Coastal Plain Mesic Hardwood Forest,504586.100137665,788.4157814707738
12,Florida,1,Forest & Woodland,1.B.1,Warm Temperate Forest & Woodland,M008,Southern Mesic Mixed Broadleaf Forest,4403,Southern Atlantic Coastal Plain Mesic Hardwood Forest,521.9606972720401,0.8155635894934301
22,Louisiana,1,Forest & Woodland,1.B.1,Warm Temperate Forest & Woodland,M008,Southern Mesic Mixed Broadleaf Forest,4403,Southern Atlantic Coastal Plain Mesic Hardwood Forest,418.76948997156,0.65432732808527
22,Louisiana,1,Forest & Woodland,1.B.1,Warm Temperate Forest & Woodland,M008,Southern Mesic Mixed Broadleaf Forest,4204,West Gulf Coastal Plain Mesic Hardwood Forest,270678.9877532052,422.93591836742587
40,Oklahoma,1,Forest & Woodland,1.B.1,Warm Temperate Forest & Woodland,M008,Southern Mesic Mixed Broadleaf Forest,4204,West Gulf Coastal Plain Mesic Hardwood Forest,282352.93786875857,441.1764654231093
5,Arkansas,1,Forest & Woodland,1.B.1,Warm Temperate Forest & Woodland,M008,Southern Mesic Mixed Broadleaf Forest,4204,West Gulf Coastal Plain Mesic Hardwood Forest,695547.8786976596,1086.7935604729116
48,Texas,1,Forest & Woodland,1.B.1,Warm Temperate Forest & Woodland,M008,Southern Mesic Mixed Broadleaf Forest,4204,West Gulf Coastal Plain Mesic Hardwood Forest,538823.3414770925,841.9114710640139
29,Missouri,1,Forest & Woodland,1.B.1,Warm Temperate Forest & Woodland,M008,Southern Mesic Mixed Broadleaf Forest,4204,West Gulf Coastal Plain Mesic Hardwood Forest,3888.12904576356,6.075201634049269
