intStCode,strStName,intClassCode,strClassName,strFormCode,strFormName,strMacroCode,strMacroName,intEcoSysCode,strEcoSysName,intAcres,intSqMiles
56,Wyoming,1,Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,M020,Rocky Mountain Subalpine-High Montane Conifer Forest,4112,Rocky Mountain Bigtooth Maple Ravine Woodland,29.13372447492,0.04552144449239
32,Nevada,1,Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,M020,Rocky Mountain Subalpine-High Montane Conifer Forest,4112,Rocky Mountain Bigtooth Maple Ravine Woodland,15.34524418908,0.02397694404561
35,New Mexico,1,Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,M020,Rocky Mountain Subalpine-High Montane Conifer Forest,4527,Rocky Mountain Lodgepole Pine Forest,1677.30190831944,2.62078423176798
56,Wyoming,1,Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,M020,Rocky Mountain Subalpine-High Montane Conifer Forest,4527,Rocky Mountain Lodgepole Pine Forest,2716786.0809496003,4244.978251514288
32,Nevada,1,Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,M020,Rocky Mountain Subalpine-High Montane Conifer Forest,4527,Rocky Mountain Lodgepole Pine Forest,2.89113296316,0.00451739525497
53,Washington,1,Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,M020,Rocky Mountain Subalpine-High Montane Conifer Forest,4527,Rocky Mountain Lodgepole Pine Forest,103955.57837697084,162.43059121518553
49,Utah,1,Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,M020,Rocky Mountain Subalpine-High Montane Conifer Forest,4527,Rocky Mountain Lodgepole Pine Forest,511837.0616092703,799.7454087702383
30,Montana,1,Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,M020,Rocky Mountain Subalpine-High Montane Conifer Forest,4527,Rocky Mountain Lodgepole Pine Forest,3297099.404396471,5151.717819406548
8,Colorado,1,Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,M020,Rocky Mountain Subalpine-High Montane Conifer Forest,4527,Rocky Mountain Lodgepole Pine Forest,1610648.394617689,2516.638116608245
16,Idaho,1,Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,M020,Rocky Mountain Subalpine-High Montane Conifer Forest,4527,Rocky Mountain Lodgepole Pine Forest,2117520.936139528,3308.626462741815
6,California,1,Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,M020,Rocky Mountain Subalpine-High Montane Conifer Forest,4527,Rocky Mountain Lodgepole Pine Forest,7230.723540863158,11.298005532679973
41,Oregon,1,Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,M020,Rocky Mountain Subalpine-High Montane Conifer Forest,4527,Rocky Mountain Lodgepole Pine Forest,187600.94768774265,293.1264807642068
56,Wyoming,1,Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,M020,Rocky Mountain Subalpine-High Montane Conifer Forest,4544,Rocky Mountain Poor-Site Lodgepole Pine Forest,72777.6005022534,113.71500078558904
16,Idaho,1,Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,M020,Rocky Mountain Subalpine-High Montane Conifer Forest,4544,Rocky Mountain Poor-Site Lodgepole Pine Forest,416.54554153836,0.65085240865837
6,California,1,Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,M020,Rocky Mountain Subalpine-High Montane Conifer Forest,4544,Rocky Mountain Poor-Site Lodgepole Pine Forest,6902.69114696616,10.785454917212222
30,Montana,1,Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,M020,Rocky Mountain Subalpine-High Montane Conifer Forest,4544,Rocky Mountain Poor-Site Lodgepole Pine Forest,25241.59232197668,39.43998800337232
53,Washington,1,Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,M020,Rocky Mountain Subalpine-High Montane Conifer Forest,4544,Rocky Mountain Poor-Site Lodgepole Pine Forest,86.06680436484001,0.13447938182103
41,Oregon,1,Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,M020,Rocky Mountain Subalpine-High Montane Conifer Forest,4544,Rocky Mountain Poor-Site Lodgepole Pine Forest,517454.3105618469,808.5223602587025
48,Texas,1,Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,M020,Rocky Mountain Subalpine-High Montane Conifer Forest,4531,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,97.18654653083999,0.15185397895553
46,South Dakota,1,Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,M020,Rocky Mountain Subalpine-High Montane Conifer Forest,4531,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,3.11352780648,0.00486488719766
40,Oklahoma,1,Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,M020,Rocky Mountain Subalpine-High Montane Conifer Forest,4531,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,198.59859508476,0.31031030482217
49,Utah,1,Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,M020,Rocky Mountain Subalpine-High Montane Conifer Forest,4531,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,875762.6488490581,1368.3791388364987
53,Washington,1,Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,M020,Rocky Mountain Subalpine-High Montane Conifer Forest,4531,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,697936.6217097597,1090.5259714293452
6,California,1,Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,M020,Rocky Mountain Subalpine-High Montane Conifer Forest,4531,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,4258.861249578,6.654470702513501
32,Nevada,1,Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,M020,Rocky Mountain Subalpine-High Montane Conifer Forest,4531,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,34831.92515046504,54.424883047993184
35,New Mexico,1,Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,M020,Rocky Mountain Subalpine-High Montane Conifer Forest,4531,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,306767.2213735849,479.32378339967494
56,Wyoming,1,Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,M020,Rocky Mountain Subalpine-High Montane Conifer Forest,4531,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,1536650.0688204526,2401.0157325492314
4,Arizona,1,Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,M020,Rocky Mountain Subalpine-High Montane Conifer Forest,4531,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,73847.3196986226,115.38643702992796
8,Colorado,1,Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,M020,Rocky Mountain Subalpine-High Montane Conifer Forest,4531,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,2377044.5985518014,3714.132185263911
30,Montana,1,Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,M020,Rocky Mountain Subalpine-High Montane Conifer Forest,4531,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,3583959.3961599525,5599.936556540214
16,Idaho,1,Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,M020,Rocky Mountain Subalpine-High Montane Conifer Forest,4531,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,1724037.7398534513,2693.808968540398
41,Oregon,1,Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,M020,Rocky Mountain Subalpine-High Montane Conifer Forest,4531,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,260159.9340590125,406.4998969701316
48,Texas,1,Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,M020,Rocky Mountain Subalpine-High Montane Conifer Forest,4611,Rocky Mountain Subalpine Mesic Spruce-Fir Forest and Woodland,0.22239484332,0.00034749194269
53,Washington,1,Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,M020,Rocky Mountain Subalpine-High Montane Conifer Forest,4611,Rocky Mountain Subalpine Mesic Spruce-Fir Forest and Woodland,679951.3283356279,1062.423950532062
4,Arizona,1,Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,M020,Rocky Mountain Subalpine-High Montane Conifer Forest,4611,Rocky Mountain Subalpine Mesic Spruce-Fir Forest and Woodland,35054.31999378504,54.77237499068318
8,Colorado,1,Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,M020,Rocky Mountain Subalpine-High Montane Conifer Forest,4611,Rocky Mountain Subalpine Mesic Spruce-Fir Forest and Woodland,1970227.7194344744,3078.4808116385143
30,Montana,1,Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,M020,Rocky Mountain Subalpine-High Montane Conifer Forest,4611,Rocky Mountain Subalpine Mesic Spruce-Fir Forest and Woodland,1865261.8012843009,2914.471564527689
16,Idaho,1,Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,M020,Rocky Mountain Subalpine-High Montane Conifer Forest,4611,Rocky Mountain Subalpine Mesic Spruce-Fir Forest and Woodland,2278735.1804570383,3560.5237194897386
41,Oregon,1,Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,M020,Rocky Mountain Subalpine-High Montane Conifer Forest,4611,Rocky Mountain Subalpine Mesic Spruce-Fir Forest and Woodland,105821.47111242564,165.34604861435463
35,New Mexico,1,Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,M020,Rocky Mountain Subalpine-High Montane Conifer Forest,4611,Rocky Mountain Subalpine Mesic Spruce-Fir Forest and Woodland,168486.333299232,263.259895781944
49,Utah,1,Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,M020,Rocky Mountain Subalpine-High Montane Conifer Forest,4611,Rocky Mountain Subalpine Mesic Spruce-Fir Forest and Woodland,368401.950646133,575.6280478887243
6,California,1,Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,M020,Rocky Mountain Subalpine-High Montane Conifer Forest,4611,Rocky Mountain Subalpine Mesic Spruce-Fir Forest and Woodland,2546.8657457006398,3.97947772768588
32,Nevada,1,Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,M020,Rocky Mountain Subalpine-High Montane Conifer Forest,4611,Rocky Mountain Subalpine Mesic Spruce-Fir Forest and Woodland,37921.87910355312,59.25293609972804
56,Wyoming,1,Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,M020,Rocky Mountain Subalpine-High Montane Conifer Forest,4611,Rocky Mountain Subalpine Mesic Spruce-Fir Forest and Woodland,1167459.9508495934,1824.156173215613
35,New Mexico,1,Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,M020,Rocky Mountain Subalpine-High Montane Conifer Forest,4532,Rocky Mountain Subalpine-Montane Limber-Bristlecone Pine Woodland,72980.42459936124,114.03191343732232
49,Utah,1,Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,M020,Rocky Mountain Subalpine-High Montane Conifer Forest,4532,Rocky Mountain Subalpine-Montane Limber-Bristlecone Pine Woodland,8096.50666590792,12.65079166557214
4,Arizona,1,Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,M020,Rocky Mountain Subalpine-High Montane Conifer Forest,4532,Rocky Mountain Subalpine-Montane Limber-Bristlecone Pine Woodland,481.92962547444,0.75301503980923
8,Colorado,1,Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,M020,Rocky Mountain Subalpine-High Montane Conifer Forest,4532,Rocky Mountain Subalpine-Montane Limber-Bristlecone Pine Woodland,60882.14512275325,95.12835175498631
32,Nevada,1,Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,M020,Rocky Mountain Subalpine-High Montane Conifer Forest,4532,Rocky Mountain Subalpine-Montane Limber-Bristlecone Pine Woodland,3575.6642908989597,5.58697545456982
16,Idaho,1,Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,M020,Rocky Mountain Subalpine-High Montane Conifer Forest,4532,Rocky Mountain Subalpine-Montane Limber-Bristlecone Pine Woodland,105409.81825744033,164.70284102843544
30,Montana,1,Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,M020,Rocky Mountain Subalpine-High Montane Conifer Forest,4532,Rocky Mountain Subalpine-Montane Limber-Bristlecone Pine Woodland,63952.08353994253,99.92513053187908
41,Oregon,1,Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,M020,Rocky Mountain Subalpine-High Montane Conifer Forest,4532,Rocky Mountain Subalpine-Montane Limber-Bristlecone Pine Woodland,30382.02673047516,47.471916766708965
35,New Mexico,1,Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,M022,Southern Rocky Mountain Lower Montane Forest,4528,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland,740005.7198515442,1156.2589372763562
56,Wyoming,1,Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,M022,Southern Rocky Mountain Lower Montane Forest,4528,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland,279269.8781558135,436.3591846215979
49,Utah,1,Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,M022,Southern Rocky Mountain Lower Montane Forest,4528,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland,398529.55767585005,622.7024338729958
6,California,1,Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,M022,Southern Rocky Mountain Lower Montane Forest,4528,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland,3.3359226498,0.00521237914035
31,Nebraska,1,Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,M022,Southern Rocky Mountain Lower Montane Forest,4528,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland,0.8895793732799999,0.00138996777076
30,Montana,1,Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,M022,Southern Rocky Mountain Lower Montane Forest,4528,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland,22581.08281133952,35.28294189297184
8,Colorado,1,Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,M022,Southern Rocky Mountain Lower Montane Forest,4528,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland,704883.1246408599,1101.3798822592673
46,South Dakota,1,Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,M022,Southern Rocky Mountain Lower Montane Forest,4528,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland,23.57385339192,0.03683414592514
4,Arizona,1,Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,M022,Southern Rocky Mountain Lower Montane Forest,4528,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland,272936.2954129032,426.46296158572943
32,Nevada,1,Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,M022,Southern Rocky Mountain Lower Montane Forest,4528,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland,43256.46421026996,67.58822532903307
40,Oklahoma,1,Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,M022,Southern Rocky Mountain Lower Montane Forest,4528,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland,2.44634327652,0.00382241136959
16,Idaho,1,Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,M022,Southern Rocky Mountain Lower Montane Forest,4528,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland,11177.12003557656,17.464250055714018
48,Texas,1,Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,M022,Southern Rocky Mountain Lower Montane Forest,4610,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland,0.8895793732799999,0.00138996777076
35,New Mexico,1,Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,M022,Southern Rocky Mountain Lower Montane Forest,4610,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland,410125.66959624155,640.8213587487377
32,Nevada,1,Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,M022,Southern Rocky Mountain Lower Montane Forest,4610,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland,56197.62014306076,87.80878147416418
49,Utah,1,Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,M022,Southern Rocky Mountain Lower Montane Forest,4610,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland,352589.4548912377,550.9210232715225
16,Idaho,1,Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,M022,Southern Rocky Mountain Lower Montane Forest,4610,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland,125411.12088626785,195.95487638620327
6,California,1,Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,M022,Southern Rocky Mountain Lower Montane Forest,4610,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland,0.6671845299600001,0.00104247582807
8,Colorado,1,Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,M022,Southern Rocky Mountain Lower Montane Forest,4610,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland,851198.4712198344,1329.9976112905595
4,Arizona,1,Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,M022,Southern Rocky Mountain Lower Montane Forest,4610,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland,110181.52201571423,172.15862815079208
46,South Dakota,1,Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,M022,Southern Rocky Mountain Lower Montane Forest,5605,Southern Rocky Mountain Ponderosa Pine Savanna,8.451004046160001,0.01320469382222
31,Nebraska,1,Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,M022,Southern Rocky Mountain Lower Montane Forest,5605,Southern Rocky Mountain Ponderosa Pine Savanna,994.3273444837199,1.5536364757669898
56,Wyoming,1,Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,M022,Southern Rocky Mountain Lower Montane Forest,5605,Southern Rocky Mountain Ponderosa Pine Savanna,3.11352780648,0.00486488719766
20,Kansas,1,Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,M022,Southern Rocky Mountain Lower Montane Forest,5605,Southern Rocky Mountain Ponderosa Pine Savanna,0.6671845299600001,0.00104247582807
48,Texas,1,Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,M022,Southern Rocky Mountain Lower Montane Forest,4530,Southern Rocky Mountain Ponderosa Pine Woodland,33.359226498000005,0.0521237914035
31,Nebraska,1,Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,M022,Southern Rocky Mountain Lower Montane Forest,4530,Southern Rocky Mountain Ponderosa Pine Woodland,24601.53996290172,38.43990619231049
8,Colorado,1,Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,M022,Southern Rocky Mountain Lower Montane Forest,4530,Southern Rocky Mountain Ponderosa Pine Woodland,2309328.0374989808,3608.3250586181184
56,Wyoming,1,Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,M022,Southern Rocky Mountain Lower Montane Forest,4530,Southern Rocky Mountain Ponderosa Pine Woodland,74301.0051789954,116.09532059301556
4,Arizona,1,Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,M022,Southern Rocky Mountain Lower Montane Forest,4530,Southern Rocky Mountain Ponderosa Pine Woodland,4064990.324072537,6351.547381409035
49,Utah,1,Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,M022,Southern Rocky Mountain Lower Montane Forest,4530,Southern Rocky Mountain Ponderosa Pine Woodland,545506.3065188584,852.3536039418484
20,Kansas,1,Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,M022,Southern Rocky Mountain Lower Montane Forest,4530,Southern Rocky Mountain Ponderosa Pine Woodland,1996.21611364032,3.11908767758544
46,South Dakota,1,Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,M022,Southern Rocky Mountain Lower Montane Forest,4530,Southern Rocky Mountain Ponderosa Pine Woodland,1013.67569585256,1.58386827478102
35,New Mexico,1,Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,M022,Southern Rocky Mountain Lower Montane Forest,4530,Southern Rocky Mountain Ponderosa Pine Woodland,5057300.547327343,7902.0321052558265
32,Nevada,1,Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,M022,Southern Rocky Mountain Lower Montane Forest,4530,Southern Rocky Mountain Ponderosa Pine Woodland,1704.43407920448,2.6631782487761604
30,Montana,1,Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,M022,Southern Rocky Mountain Lower Montane Forest,4530,Southern Rocky Mountain Ponderosa Pine Woodland,64.93929424944,0.10146764726548
6,California,1,Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,M023,Southern Vancouverian Montane-Foothill Forest,4520,California Montane Jeffrey Pine-(Ponderosa Pine) Woodland,1816156.1302998718,2837.743953613965
41,Oregon,1,Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,M023,Southern Vancouverian Montane-Foothill Forest,4520,California Montane Jeffrey Pine-(Ponderosa Pine) Woodland,0.6671845299600001,0.00104247582807
32,Nevada,1,Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,M023,Southern Vancouverian Montane-Foothill Forest,4520,California Montane Jeffrey Pine-(Ponderosa Pine) Woodland,37608.96955900188,58.76401493636321
6,California,1,Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,M023,Southern Vancouverian Montane-Foothill Forest,4516,Klamath-Siskiyou Lower Montane Serpentine Mixed Conifer Woodland,14879.54938716792,23.24929591761714
41,Oregon,1,Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,M023,Southern Vancouverian Montane-Foothill Forest,4516,Klamath-Siskiyou Lower Montane Serpentine Mixed Conifer Woodland,70115.08943802636,109.55482724770435
41,Oregon,1,Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,M023,Southern Vancouverian Montane-Foothill Forest,4517,Klamath-Siskiyou Upper Montane Serpentine Mixed Conifer Woodland,29449.969942121035,46.01557803489519
6,California,1,Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,M023,Southern Vancouverian Montane-Foothill Forest,4517,Klamath-Siskiyou Upper Montane Serpentine Mixed Conifer Woodland,9559.41994526688,14.936593664586963
41,Oregon,1,Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,M023,Southern Vancouverian Montane-Foothill Forest,4519,Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland,971173.1501611448,1517.458047137706
6,California,1,Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,M023,Southern Vancouverian Montane-Foothill Forest,4519,Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland,5543090.724886976,8661.079257698211
32,Nevada,1,Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,M023,Southern Vancouverian Montane-Foothill Forest,4519,Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland,448.1256092898,0.70019626452035
41,Oregon,1,Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,M023,Southern Vancouverian Montane-Foothill Forest,4603,Mediterranean California Mesic Mixed Conifer Forest and Woodland,1494341.006642726,2334.907822896057
6,California,1,Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,M023,Southern Vancouverian Montane-Foothill Forest,4603,Mediterranean California Mesic Mixed Conifer Forest and Woodland,4651699.945608135,7268.281165065001
6,California,1,Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,M023,Southern Vancouverian Montane-Foothill Forest,4404,Mediterranean California Mesic Serpentine Woodland and Chaparral,1460183.605052051,2281.536882910243
41,Oregon,1,Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,M023,Southern Vancouverian Montane-Foothill Forest,4404,Mediterranean California Mesic Serpentine Woodland and Chaparral,2005.1119073731202,3.1329873552930403
41,Oregon,1,Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,M023,Southern Vancouverian Montane-Foothill Forest,4546,Sierran-Intermontane Desert Western White Pine-White Fir Woodland,17216.919190461118,26.90143623528904
6,California,1,Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,M023,Southern Vancouverian Montane-Foothill Forest,4546,Sierran-Intermontane Desert Western White Pine-White Fir Woodland,35313.63238109616,55.17755059585972
41,Oregon,1,Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,M024,Vancouverian Lowland & Montane Forest,4601,California Coastal Redwood Forest,59851.12262912173,93.51737910867548
6,California,1,Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,M024,Vancouverian Lowland & Montane Forest,4601,California Coastal Redwood Forest,1613398.5292501843,2520.93520197155
53,Washington,1,Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,M024,Vancouverian Lowland & Montane Forest,4148,North Pacific Broadleaf Landslide Forest and Shrubland,30764.990650672204,48.07029789202115
41,Oregon,1,Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,M024,Vancouverian Lowland & Montane Forest,4148,North Pacific Broadleaf Landslide Forest and Shrubland,266788.1899693218,416.8565468300644
6,California,1,Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,M024,Vancouverian Lowland & Montane Forest,4148,North Pacific Broadleaf Landslide Forest and Shrubland,16.45721840568,0.02571440375906
53,Washington,1,Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,M024,Vancouverian Lowland & Montane Forest,4547,North Pacific Dry-Mesic Silver Fir-Western Hemlock-Douglas-fir Forest,1895165.6791016385,2961.196373617613
41,Oregon,1,Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,M024,Vancouverian Lowland & Montane Forest,4547,North Pacific Dry-Mesic Silver Fir-Western Hemlock-Douglas-fir Forest,521383.8050484679,814.6621953940921
53,Washington,1,Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,M024,Vancouverian Lowland & Montane Forest,4604,North Pacific Hypermaritime Sitka Spruce Forest,455969.25301885296,712.4519578470836
6,California,1,Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,M024,Vancouverian Lowland & Montane Forest,4604,North Pacific Hypermaritime Sitka Spruce Forest,25236.922030266956,39.43269067257582
41,Oregon,1,Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,M024,Vancouverian Lowland & Montane Forest,4604,North Pacific Hypermaritime Sitka Spruce Forest,303914.5627183193,474.8665042507904
41,Oregon,1,Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,M024,Vancouverian Lowland & Montane Forest,4613,North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest,6587.780048825041,10.29340632636318
53,Washington,1,Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,M024,Vancouverian Lowland & Montane Forest,4613,North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest,222285.42505708657,347.3209766541965
53,Washington,1,Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,M024,Vancouverian Lowland & Montane Forest,4338,North Pacific Lowland Mixed Hardwood-Conifer Forest and Woodland,15719.75710523088,24.562120477099967
6,California,1,Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,M024,Vancouverian Lowland & Montane Forest,4338,North Pacific Lowland Mixed Hardwood-Conifer Forest and Woodland,407.87214264888,0.63730022289346
41,Oregon,1,Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,M024,Vancouverian Lowland & Montane Forest,4338,North Pacific Lowland Mixed Hardwood-Conifer Forest and Woodland,1152773.217791584,1801.2081528123083
53,Washington,1,Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,M024,Vancouverian Lowland & Montane Forest,4522,North Pacific Maritime Dry-Mesic Douglas-fir-Western Hemlock Forest,1340816.7312175331,2095.0261425424687
6,California,1,Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,M024,Vancouverian Lowland & Montane Forest,4522,North Pacific Maritime Dry-Mesic Douglas-fir-Western Hemlock Forest,1.1119742166,0.00173745971345
